ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118091788846,08/01/2022 09:20:42 AM,08/01/2022 09:29:44 AM,Female,fairly often,fairly often,very often,very often,fairly often,very often,almost never,almost never,almost never,almost never,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,I have no idea ,I don’t know ,Disagree,Agree,Neither agree or disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118091785346,08/01/2022 09:16:13 AM,08/01/2022 09:26:58 AM,Female,almost never,almost never,almost never,never,never,never,very often,very often,very often,very often,Somewhat agree,Neither agree or disagree,Somewhat agree,Thursday,No clue,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
118091784818,08/01/2022 09:15:41 AM,08/01/2022 09:20:52 AM,Female,sometimes,sometimes,fairly often,almost never,fairly often,sometimes,sometimes,sometimes,fairly often,sometimes,Agree,Agree,Agree,Thursday,Where are you from,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree
118091780027,08/01/2022 09:09:48 AM,08/01/2022 09:20:00 AM,Female,sometimes,fairly often,very often,fairly often,sometimes,fairly often,sometimes,sometimes,sometimes,almost never,Agree,Agree,Somewhat disagree,Sunday,,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118091772445,08/01/2022 09:00:27 AM,08/01/2022 09:10:02 AM,Female,almost never,almost never,sometimes,almost never,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,Agree,Strongly agree,Agree,Sunday ,Which road leads to the City of Truth? ,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree or disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
118091236343,07/31/2022 02:42:34 PM,07/31/2022 02:57:53 PM,Male,sometimes,sometimes,sometimes,almost never,sometimes,almost never,fairly often,fairly often,fairly often,fairly often,Somewhat agree,Somewhat agree,Somewhat agree,,How often have you lied in the past week?,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree
118091236995,07/31/2022 02:45:21 PM,07/31/2022 02:53:19 PM,Female,sometimes,sometimes,fairly often,sometimes,sometimes,almost never,fairly often,fairly often,sometimes,fairly often,Somewhat agree,Disagree,Somewhat agree,Thursday,Are you alive?,Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree
118091230325,07/31/2022 02:19:06 PM,07/31/2022 02:41:54 PM,Male,almost never,almost never,sometimes,almost never,almost never,sometimes,fairly often,fairly often,fairly often,fairly often,Somewhat agree,Disagree,Somewhat disagree,Thursday,no idea,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Neither agree or disagree
118091230437,07/31/2022 02:19:06 PM,07/31/2022 02:33:02 PM,Male,very often,very often,very often,fairly often,very often,fairly often,almost never,never,never,never,Agree,Agree,Neither agree or disagree,Thursday,"Ask him a question that is easily discernible, like if he is wearing a certain colored item or not. Then conclude what city he is from and ask a question catered to whether he is from the city of truth or city of lies.",Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree
118091229580,07/31/2022 02:16:20 PM,07/31/2022 02:27:26 PM,Male,almost never,never,sometimes,never,never,never,very often,very often,very often,very often,Somewhat agree,Somewhat agree,Somewhat agree,Thursday,Which direction do you go to go home?,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Disagree,Agree,Disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree
118091224188,07/31/2022 01:54:55 PM,07/31/2022 02:25:57 PM,Female,sometimes,fairly often,sometimes,sometimes,sometimes,fairly often,fairly often,almost never,sometimes,almost never,Somewhat disagree,Disagree,Disagree,sunday,,Neither agree or disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree
118091229650,07/31/2022 02:16:06 PM,07/31/2022 02:25:17 PM,Male,fairly often,very often,very often,almost never,sometimes,sometimes,fairly often,sometimes,sometimes,almost never,Somewhat agree,Somewhat agree,Disagree,Sunday,What color is my skin?,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
118091218534,07/31/2022 01:34:26 PM,07/31/2022 02:25:12 PM,Female,fairly often,sometimes,very often,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,Somewhat agree,Somewhat agree,Somewhat disagree,Thursday,Which city is not the city of truth,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Neither agree or disagree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree
118091226808,07/31/2022 02:04:45 PM,07/31/2022 02:24:38 PM,Male,sometimes,almost never,sometimes,never,sometimes,never,fairly often,fairly often,very often,fairly often,Somewhat agree,Disagree,Disagree,Sunday,,Somewhat agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree
118091226453,07/31/2022 02:03:58 PM,07/31/2022 02:24:04 PM,Male,fairly often,fairly often,fairly often,fairly often,fairly often,fairly often,sometimes,almost never,sometimes,sometimes,Somewhat agree,Strongly disagree,Disagree,Sunday,Witch road leads to the city of truth ,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Agree,Disagree,Neither agree or disagree,Agree,Agree,Disagree,Neither agree or disagree
118091225767,07/31/2022 02:00:53 PM,07/31/2022 02:21:56 PM,Male,sometimes,almost never,almost never,never,never,never,fairly often,fairly often,very often,fairly often,Somewhat agree,Somewhat disagree,Agree,Wendsday,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree
118091227559,07/31/2022 02:08:05 PM,07/31/2022 02:21:20 PM,Male,sometimes,fairly often,very often,fairly often,fairly often,fairly often,sometimes,almost never,sometimes,almost never,Somewhat agree,Somewhat agree,Somewhat agree,Thursday ,I would ask which way I came from and then ask where they came from,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Neither agree or disagree,Somewhat agree
118091228190,07/31/2022 02:10:46 PM,07/31/2022 02:20:06 PM,Male,never,never,never,never,never,never,very often,very often,very often,fairly often,Neither agree or disagree,Somewhat disagree,Disagree,I don’t know ,I don’t know ,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree or disagree,Strongly disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
118091226996,07/31/2022 02:05:50 PM,07/31/2022 02:18:08 PM,Male,sometimes,sometimes,sometimes,almost never,sometimes,almost never,sometimes,almost never,almost never,sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Wednesday,,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree
118091226429,07/31/2022 02:03:46 PM,07/31/2022 02:17:42 PM,Male,sometimes,very often,sometimes,almost never,fairly often,almost never,fairly often,sometimes,sometimes,sometimes,Somewhat agree,Neither agree or disagree,Disagree,Not sure,Not sure,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree
118091227079,07/31/2022 02:05:54 PM,07/31/2022 02:17:30 PM,Male,almost never,never,sometimes,never,sometimes,never,very often,fairly often,fairly often,very often,Somewhat disagree,Disagree,Disagree,thursday,what day is it today,Somewhat agree,Strongly disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Somewhat disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree
118091223451,07/31/2022 01:51:50 PM,07/31/2022 02:17:19 PM,Male,fairly often,fairly often,fairly often,sometimes,sometimes,sometimes,fairly often,almost never,sometimes,sometimes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Sunday,Middle,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree
118091227886,07/31/2022 02:09:41 PM,07/31/2022 02:17:12 PM,Male,fairly often,fairly often,fairly often,sometimes,almost never,fairly often,fairly often,sometimes,fairly often,fairly often,Agree,Agree,Neither agree or disagree,Monday,,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Agree
118091227836,07/31/2022 02:09:27 PM,07/31/2022 02:16:52 PM,Male,very often,very often,very often,sometimes,very often,fairly often,sometimes,almost never,almost never,almost never,Somewhat agree,Somewhat agree,Strongly disagree,Sunday,I don't know.,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree
118091224601,07/31/2022 01:56:38 PM,07/31/2022 02:13:45 PM,Female,sometimes,sometimes,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,fairly often,almost never,Agree,Agree,Somewhat agree,Thursday,dont know,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
118091223148,07/31/2022 01:51:08 PM,07/31/2022 02:13:41 PM,Female,almost never,sometimes,fairly often,sometimes,very often,fairly often,sometimes,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Strongly agree,,,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree
118091223105,07/31/2022 01:51:10 PM,07/31/2022 02:13:12 PM,Female,sometimes,sometimes,sometimes,almost never,never,almost never,sometimes,almost never,fairly often,sometimes,Agree,Agree,Somewhat disagree,Not sure because they lied on opposite days from each other.,I am lost and trying to get back to the city of lies. ,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,,,,Neither agree or disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree
118091226355,07/31/2022 02:03:30 PM,07/31/2022 02:11:38 PM,Male,fairly often,fairly often,very often,fairly often,fairly often,very often,sometimes,sometimes,sometimes,almost never,Agree,Somewhat agree,Agree,Thursday,what is your name,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
