ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118102383956,08/13/2022 01:36:04 PM,08/13/2022 01:53:44 PM,Male,sometimes,sometimes,sometimes,almost never,sometimes,sometimes,almost never,almost never,sometimes,almost never,Somewhat agree,Somewhat agree,Disagree,Thursday ,What city do you live in,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
118102382903,08/13/2022 01:32:34 PM,08/13/2022 01:53:38 PM,Female,sometimes,almost never,almost never,never,almost never,never,fairly often,sometimes,very often,sometimes,Disagree,Disagree,Strongly disagree,Thursday,Which road takes you home,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree
118102384901,08/13/2022 01:35:52 PM,08/13/2022 01:53:33 PM,Female,sometimes,sometimes,sometimes,never,sometimes,almost never,fairly often,fairly often,fairly often,fairly often,Strongly agree,Agree,Somewhat agree,Thursday,,Agree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat agree,Disagree,Agree,Agree,Agree,Agree
118102386599,08/13/2022 01:46:04 PM,08/13/2022 01:53:20 PM,Male,sometimes,sometimes,fairly often,sometimes,sometimes,almost never,fairly often,almost never,fairly often,sometimes,Strongly agree,Agree,Agree,,,Agree,Strongly disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree or disagree
118102385601,08/13/2022 01:41:54 PM,08/13/2022 01:53:09 PM,Male,very often,very often,fairly often,sometimes,almost never,fairly often,sometimes,never,sometimes,sometimes,Strongly agree,Strongly agree,Neither agree or disagree,Thursday,Are you from the City of Lies?,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree
118102380721,08/13/2022 01:23:55 PM,08/13/2022 01:52:18 PM,Male,sometimes,sometimes,fairly often,never,sometimes,sometimes,fairly often,fairly often,sometimes,fairly often,Disagree,Disagree,Disagree,Thursday,What road to do you live in?,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
118102386108,08/13/2022 01:44:15 PM,08/13/2022 01:51:54 PM,Male,never,never,never,never,never,never,never,never,never,never,Somewhat agree,Strongly disagree,Strongly disagree,Sunday,,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree
118102386076,08/13/2022 01:43:58 PM,08/13/2022 01:51:29 PM,Male,sometimes,almost never,sometimes,sometimes,almost never,sometimes,almost never,sometimes,almost never,sometimes,Strongly agree,Agree,Strongly agree,Everyone is liar,Unable identifies a man,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree
118102384400,08/13/2022 01:37:58 PM,08/13/2022 01:51:01 PM,Male,almost never,never,almost never,never,almost never,never,fairly often,fairly often,fairly often,very often,Somewhat agree,Somewhat disagree,Disagree,Wednesday,Where do you live?,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat disagree,Agree,Strongly agree,Neither agree or disagree,Agree
118102384888,08/13/2022 01:39:40 PM,08/13/2022 01:49:23 PM,Male,sometimes,very often,fairly often,sometimes,fairly often,fairly often,almost never,almost never,sometimes,almost never,Agree,Agree,Somewhat disagree,Sunday,Which city are you from (not sure on this one),Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Neither agree or disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree
118102382638,08/13/2022 01:31:33 PM,08/13/2022 01:49:04 PM,Female,sometimes,sometimes,almost never,sometimes,almost never,sometimes,sometimes,almost never,almost never,almost never,Agree,Agree,Neither agree or disagree,Thursday,In which direction is the City of Lies?,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree
118102380456,08/13/2022 01:23:03 PM,08/13/2022 01:47:17 PM,Female,sometimes,sometimes,fairly often,almost never,sometimes,almost never,fairly often,sometimes,fairly often,fairly often,Neither agree or disagree,Somewhat agree,Disagree,I don't know!,I'm nor sure. ,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree
118102384788,08/13/2022 01:39:16 PM,08/13/2022 01:47:06 PM,Male,sometimes,sometimes,fairly often,sometimes,sometimes,almost never,sometimes,almost never,almost never,almost never,Agree,Agree,Disagree,Thursday.,Is the sky blue?,Neither agree or disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat agree,Disagree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Agree
118102382746,08/13/2022 01:31:43 PM,08/13/2022 01:46:41 PM,Female,sometimes,sometimes,sometimes,almost never,sometimes,almost never,fairly often,sometimes,very often,sometimes,Somewhat agree,Somewhat disagree,Disagree,Thursday,Which way do you live?,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree
118102382794,08/13/2022 01:31:58 PM,08/13/2022 01:46:40 PM,Male,never,almost never,almost never,never,almost never,never,very often,fairly often,fairly often,very often,Somewhat agree,Somewhat agree,Neither agree or disagree,Wednesday,which road would he take to get to truth,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree
118102383704,08/13/2022 01:34:12 PM,08/13/2022 01:46:38 PM,Female,sometimes,fairly often,fairly often,sometimes,fairly often,sometimes,sometimes,almost never,sometimes,sometimes,Somewhat disagree,Somewhat disagree,Somewhat agree,Thursday ,Where are you right now?,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree
118102384533,08/13/2022 01:38:27 PM,08/13/2022 01:46:22 PM,Male,fairly often,sometimes,very often,sometimes,fairly often,sometimes,sometimes,fairly often,fairly often,almost never,Somewhat disagree,Somewhat agree,Neither agree or disagree,Thursday ,Ask the fork in the city of truth,Neither agree or disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Disagree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree
118102380785,08/13/2022 01:24:25 PM,08/13/2022 01:46:21 PM,Female,fairly often,fairly often,very often,fairly often,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,Agree,Somewhat agree,Neither agree or disagree,Thursday,,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Neither agree or disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Strongly agree,Agree
118102383792,08/13/2022 01:35:26 PM,08/13/2022 01:45:38 PM,Female,almost never,almost never,fairly often,never,sometimes,never,very often,very often,very often,very often,Neither agree or disagree,Somewhat disagree,Strongly disagree,Saturday,Tell my what city you don't live in. ,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree
118102382062,08/13/2022 01:29:10 PM,08/13/2022 01:45:20 PM,Female,sometimes,fairly often,fairly often,almost never,never,sometimes,sometimes,almost never,sometimes,almost never,Somewhat agree,Strongly disagree,Strongly disagree,don't know,which way are you going?,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree or disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
118102382983,08/13/2022 01:32:49 PM,08/13/2022 01:44:54 PM,Female,very often,fairly often,very often,fairly often,very often,fairly often,very often,sometimes,almost never,sometimes,Strongly agree,Strongly agree,Strongly agree,Sunday,,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Neither agree or disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree
118102382064,08/13/2022 01:29:16 PM,08/13/2022 01:44:50 PM,Female,fairly often,fairly often,fairly often,fairly often,very often,fairly often,sometimes,almost never,almost never,almost never,Agree,Agree,Somewhat agree,Sunday,does this way lead to the city of lies?,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree
118102383516,08/13/2022 01:34:40 PM,08/13/2022 01:44:44 PM,Female,almost never,almost never,sometimes,almost never,almost never,almost never,fairly often,fairly often,sometimes,sometimes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Sunday,Is whiskey brown?,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Agree
118102382722,08/13/2022 01:31:22 PM,08/13/2022 01:43:56 PM,Male,almost never,never,sometimes,never,almost never,almost never,fairly often,fairly often,fairly often,fairly often,Strongly disagree,Strongly disagree,Strongly disagree,Thursday,Are you from the city of lies?,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree
118102383081,08/13/2022 01:33:01 PM,08/13/2022 01:43:13 PM,Female,almost never,almost never,fairly often,never,almost never,never,fairly often,fairly often,fairly often,fairly often,Strongly agree,Strongly agree,Agree,Sunday,I'd ask him which way is not the way to the City of Truth.,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Neither agree or disagree,Agree
118102383401,08/13/2022 01:33:41 PM,08/13/2022 01:43:02 PM,Female,sometimes,almost never,fairly often,almost never,almost never,sometimes,fairly often,sometimes,fairly often,almost never,Agree,Neither agree or disagree,Disagree,Wednesday,What city are you from?,Somewhat agree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,,,,,,,,,,,,,,
118102384008,08/13/2022 01:36:29 PM,08/13/2022 01:42:27 PM,Female,sometimes,almost never,sometimes,never,almost never,never,very often,fairly often,sometimes,fairly often,Somewhat agree,Somewhat agree,Neither agree or disagree,Thursday,Are you alive?,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Somewhat disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
118102382764,08/13/2022 01:31:55 PM,08/13/2022 01:42:20 PM,Female,almost never,very often,very often,sometimes,sometimes,fairly often,sometimes,almost never,never,almost never,Somewhat agree,Neither agree or disagree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree
118102382444,08/13/2022 01:30:56 PM,08/13/2022 01:41:29 PM,Female,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,fairly often,fairly often,fairly often,sometimes,Somewhat agree,Neither agree or disagree,Somewhat disagree,Thursday,?,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
